"","X.1","X","age","N.speciations","N.extinctions","N.turnover","N.species.speciation","N.species.extinction","raw.speciation.probability","raw.extinction.probability","raw.turnover.probability","HMM.speciation.state","HMM.speciation.state.probability","HMM.extinction.state","HMM.extinction.state.probability","HMM.turnover.probability"
"219",219,220,109.5,0,0,0,528,528,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"220",220,221,110,17,16,33,528,527,0.0321969696969697,0.0303605313092979,0.0625575010062676,4,0.0269566795193272,3,0.0329385147723402,0.0598951942916675
"221",221,222,110.5,0,0,0,527,527,0,0,0,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"222",222,223,111,0,0,0,527,527,0,0,0,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"223",223,224,111.5,0,0,0,527,527,0,0,0,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"224",224,225,112,1,0,1,527,526,0.00189753320683112,0,0.00189753320683112,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"225",225,226,112.5,0,0,0,526,526,0,0,0,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"226",226,227,113,55,42,97,526,513,0.104562737642586,0.0818713450292398,0.186434082671825,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"227",227,228,113.5,0,0,0,513,513,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"228",228,229,114,0,0,0,513,513,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"229",229,230,114.5,0,0,0,513,513,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"230",230,231,115,0,0,0,513,513,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"231",231,232,115.5,0,0,0,513,513,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"232",232,233,116,0,0,0,513,513,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"233",233,234,116.5,0,0,0,513,513,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"234",234,235,117,0,0,0,513,513,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"235",235,236,117.5,0,0,0,513,513,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"236",236,237,118,0,0,0,513,513,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"237",237,238,118.5,0,0,0,513,513,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"238",238,239,119,0,0,0,513,513,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"239",239,240,119.5,29,19,48,513,503,0.0565302144249513,0.0377733598409543,0.0943035742659055,5,0.0719591206446811,3,0.0329385147723402,0.104897635417021
"240",240,241,120,0,0,0,503,503,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"241",241,242,120.5,0,0,0,503,503,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"242",242,243,121,0,0,0,503,503,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"243",243,244,121.5,0,0,0,503,503,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"244",244,245,122,0,0,0,503,503,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"245",245,246,122.5,0,0,0,503,503,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"246",246,247,123,0,0,0,503,503,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"247",247,248,123.5,0,0,0,503,503,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"248",248,249,124,0,0,0,503,503,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"249",249,250,124.5,0,0,0,503,503,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"250",250,251,125,0,0,0,503,503,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"251",251,252,125.5,0,0,0,503,503,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"252",252,253,126,0,0,0,503,503,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"253",253,254,126.5,44,46,90,503,505,0.0874751491053678,0.0910891089108911,0.178564258016259,5,0.0719591206446811,6,0.0989071361694721,0.170866256814153
"254",254,255,127,0,0,0,505,505,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"255",255,256,127.5,0,0,0,505,505,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"256",256,257,128,0,0,0,505,505,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"257",257,258,128.5,0,0,0,505,505,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"258",258,259,129,0,0,0,505,505,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"259",259,260,129.5,12,8,20,505,501,0.0237623762376238,0.0159680638722555,0.0397304401098793,4,0.0269566795193272,3,0.0329385147723402,0.0598951942916675
"260",260,261,130,0,0,0,501,501,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"261",261,262,130.5,0,0,0,501,501,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"262",262,263,131,28,21,49,501,494,0.0558882235528942,0.0425101214574899,0.0983983450103841,5,0.0719591206446811,3,0.0329385147723402,0.104897635417021
"263",263,264,131.5,0,0,0,494,494,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"264",264,265,132,0,0,0,494,494,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"265",265,266,132.5,0,0,0,494,494,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"266",266,267,133,14,10,24,494,490,0.0283400809716599,0.0204081632653061,0.048748244236966,4,0.0269566795193272,3,0.0329385147723402,0.0598951942916675
"267",267,268,133.5,0,0,0,490,490,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"268",268,269,134,31,29,60,490,488,0.063265306122449,0.0594262295081967,0.122691535630646,5,0.0719591206446811,3,0.0329385147723402,0.104897635417021
"269",269,270,134.5,0,0,0,488,488,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"270",270,271,135,0,0,0,488,488,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"271",271,272,135.5,0,0,0,488,488,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"272",272,273,136,0,0,0,488,488,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"273",273,274,136.5,15,12,27,488,485,0.0307377049180328,0.0247422680412371,0.0554799729592699,4,0.0269566795193272,3,0.0329385147723402,0.0598951942916675
"274",274,275,137,0,0,0,485,485,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"275",275,276,137.5,0,0,0,485,485,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"276",276,277,138,0,0,0,485,485,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"277",277,278,138.5,0,0,0,485,485,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"278",278,279,139,0,0,0,485,485,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"279",279,280,139.5,34,26,60,485,477,0.0701030927835052,0.0545073375262055,0.124610430309711,5,0.0719591206446811,3,0.0329385147723402,0.104897635417021
"280",280,281,140,1,0,1,477,476,0.00209643605870021,0,0.00209643605870021,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"281",281,282,140.5,0,0,0,476,476,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"282",282,283,141,0,0,0,476,476,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"283",283,284,141.5,0,0,0,476,476,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"284",284,285,142,0,0,0,476,476,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"285",285,286,142.5,0,0,0,476,476,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"286",286,287,143,0,0,0,476,476,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"287",287,288,143.5,10,4,14,476,470,0.0210084033613445,0.00851063829787234,0.0295190416592169,4,0.0269566795193272,7,0.00618799058653039,0.0331446701058576
"288",288,289,144,0,0,0,470,470,0,0,0,3,7.02455010011378e-44,4,0,7.02455010011378e-44
"289",289,290,144.5,0,0,0,470,470,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"290",290,291,145,67,65,132,470,468,0.142553191489362,0.138888888888889,0.281442080378251,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"291",291,292,145.5,2,0,2,468,466,0.00427350427350427,0,0.00427350427350427,6,0.000195223214584221,8,0,0.000195223214584221
"292",292,293,146,0,0,0,466,466,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"293",293,294,146.5,0,0,0,466,466,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"294",294,295,147,0,0,0,466,466,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"295",295,296,147.5,0,0,0,466,466,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"296",296,297,148,1,0,1,466,465,0.00214592274678112,0,0.00214592274678112,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"297",297,298,148.5,29,45,74,465,481,0.0623655913978495,0.0935550935550936,0.155920684952943,5,0.0719591206446811,6,0.0989071361694721,0.170866256814153
"298",298,299,149,0,0,0,481,481,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"299",299,300,149.5,0,0,0,481,481,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"300",300,301,150,0,0,0,481,481,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"301",301,302,150.5,0,0,0,481,481,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"302",302,303,151,1,0,1,481,480,0.00207900207900208,0,0.00207900207900208,6,0.000195223214584221,8,0,0.000195223214584221
"303",303,304,151.5,0,0,0,480,480,0,0,0,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"304",304,305,152,62,43,105,480,461,0.129166666666667,0.0932754880694143,0.222442154736081,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"305",305,306,152.5,0,0,0,461,461,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"306",306,307,153,0,0,0,461,461,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"307",307,308,153.5,1,0,1,461,460,0.00216919739696312,0,0.00216919739696312,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"308",308,309,154,0,0,0,460,460,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"309",309,310,154.5,14,14,28,460,460,0.0304347826086957,0.0304347826086957,0.0608695652173913,4,0.0269566795193272,3,0.0329385147723402,0.0598951942916675
"310",310,311,155,0,0,0,460,460,0,0,0,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"311",311,312,155.5,1,0,1,460,459,0.00217391304347826,0,0.00217391304347826,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"312",312,313,156,0,0,0,459,459,0,0,0,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"313",313,314,156.5,0,0,0,459,459,0,0,0,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"314",314,315,157,0,0,0,459,459,0,0,0,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"315",315,316,157.5,43,45,88,459,461,0.093681917211329,0.0976138828633406,0.19129580007467,5,0.0719591206446811,6,0.0989071361694721,0.170866256814153
"316",316,317,158,0,0,0,461,461,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"317",317,318,158.5,0,0,0,461,461,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"318",318,319,159,0,0,0,461,461,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"319",319,320,159.5,22,9,31,461,448,0.0477223427331887,0.0200892857142857,0.0678116284474744,5,0.0719591206446811,3,0.0329385147723402,0.104897635417021
"320",320,321,160,0,0,0,448,448,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"321",321,322,160.5,0,0,0,448,448,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"322",322,323,161,11,16,27,448,453,0.0245535714285714,0.0353200883002208,0.0598736597287922,4,0.0269566795193272,3,0.0329385147723402,0.0598951942916675
"323",323,324,161.5,0,0,0,453,453,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"324",324,325,162,0,0,0,453,453,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"325",325,326,162.5,0,0,0,453,453,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"326",326,327,163,0,0,0,453,453,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"327",327,328,163.5,67,38,105,453,424,0.147902869757174,0.089622641509434,0.237525511266608,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"328",328,329,164,0,0,0,424,424,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"329",329,330,164.5,12,5,17,424,417,0.0283018867924528,0.0119904076738609,0.0402922944663137,4,0.0269566795193272,7,0.00618799058653039,0.0331446701058576
"330",330,331,165,11,11,22,417,417,0.026378896882494,0.026378896882494,0.052757793764988,4,0.0269566795193272,3,0.0329385147723402,0.0598951942916675
"331",331,332,165.5,0,0,0,417,417,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"332",332,333,166,45,42,87,417,414,0.107913669064748,0.101449275362319,0.209362944427067,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"333",333,334,166.5,18,5,23,414,401,0.0434782608695652,0.0124688279301746,0.0559470887997398,4,0.0269566795193272,3,0.0329385147723402,0.0598951942916675
"334",334,335,167,0,0,0,401,401,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"335",335,336,167.5,10,8,18,401,399,0.0249376558603491,0.0200501253132832,0.0449877811736323,4,0.0269566795193272,3,0.0329385147723402,0.0598951942916675
"336",336,337,168,0,0,0,399,399,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"337",337,338,168.5,47,38,85,399,390,0.117794486215539,0.0974358974358974,0.215230383651436,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"338",338,339,169,0,0,0,390,390,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"339",339,340,169.5,27,13,40,390,376,0.0692307692307692,0.0345744680851064,0.103805237315876,5,0.0719591206446811,3,0.0329385147723402,0.104897635417021
"340",340,341,170,0,0,0,376,376,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"341",341,342,170.5,42,12,54,376,346,0.111702127659574,0.0346820809248555,0.14638420858443,2,0.132340772852894,3,0.0329385147723402,0.165279287625234
"342",342,343,171,0,0,0,346,346,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"343",343,344,171.5,1,0,1,346,345,0.00289017341040462,0,0.00289017341040462,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"344",344,345,172,0,0,0,345,345,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"345",345,346,172.5,0,0,0,345,345,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"346",346,347,173,0,0,0,345,345,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"347",347,348,173.5,0,0,0,345,345,0,0,0,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"348",348,349,174,39,41,80,345,347,0.11304347826087,0.118155619596542,0.231199097857411,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"349",349,350,174.5,0,0,0,347,347,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"350",350,351,175,0,0,0,347,347,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"351",351,352,175.5,1,0,1,347,346,0.00288184438040346,0,0.00288184438040346,6,0.000195223214584221,8,0,0.000195223214584221
"352",352,353,176,0,0,0,346,346,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"353",353,354,176.5,0,0,0,346,346,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"354",354,355,177,0,0,0,346,346,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"355",355,356,177.5,0,0,0,346,346,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"356",356,357,178,0,0,0,346,346,0,0,0,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"357",357,358,178.5,15,28,43,346,359,0.0433526011560694,0.0779944289693593,0.121347030125429,4,0.0269566795193272,6,0.0989071361694721,0.125863815688799
"358",358,359,179,0,0,0,359,359,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"359",359,360,179.5,0,0,0,359,359,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"360",360,361,180,0,0,0,359,359,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"361",361,362,180.5,0,0,0,359,359,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"362",362,363,181,0,0,0,359,359,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"363",363,364,181.5,0,0,0,359,359,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"364",364,365,182,0,0,0,359,359,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"365",365,366,182.5,41,43,84,359,361,0.114206128133705,0.119113573407202,0.233319701540907,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"366",366,367,183,2,0,2,361,359,0.00554016620498615,0,0.00554016620498615,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"367",367,368,183.5,0,0,0,359,359,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"368",368,369,184,0,0,0,359,359,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"369",369,370,184.5,0,0,0,359,359,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"370",370,371,185,0,0,0,359,359,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"371",371,372,185.5,0,0,0,359,359,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"372",372,373,186,0,0,0,359,359,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"373",373,374,186.5,0,0,0,359,359,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"374",374,375,187,31,12,43,359,340,0.0863509749303621,0.0352941176470588,0.121645092577421,5,0.0719591206446811,3,0.0329385147723402,0.104897635417021
"375",375,376,187.5,0,0,0,340,340,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"376",376,377,188,0,0,0,340,340,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"377",377,378,188.5,0,0,0,340,340,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"378",378,379,189,0,0,0,340,340,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"379",379,380,189.5,1,0,1,340,339,0.00294117647058824,0,0.00294117647058824,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"380",380,381,190,0,0,0,339,339,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"381",381,382,190.5,0,0,0,339,339,0,0,0,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"382",382,383,191,37,24,61,339,326,0.109144542772861,0.0736196319018405,0.182764174674702,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"383",383,384,191.5,0,0,0,326,326,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"384",384,385,192,0,0,0,326,326,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"385",385,386,192.5,0,0,0,326,326,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"386",386,387,193,0,0,0,326,326,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"387",387,388,193.5,0,0,0,326,326,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"388",388,389,194,0,0,0,326,326,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"389",389,390,194.5,0,0,0,326,326,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"390",390,391,195,0,0,0,326,326,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"391",391,392,195.5,20,17,37,326,323,0.0613496932515337,0.0526315789473684,0.113981272198902,5,0.0719591206446811,3,0.0329385147723402,0.104897635417021
"392",392,393,196,0,0,0,323,323,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"393",393,394,196.5,1,0,1,323,322,0.00309597523219814,0,0.00309597523219814,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"394",394,395,197,0,0,0,322,322,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"395",395,396,197.5,0,0,0,322,322,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"396",396,397,198,0,0,0,322,322,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"397",397,398,198.5,0,0,0,322,322,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"398",398,399,199,0,0,0,322,322,0,0,0,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"399",399,400,199.5,48,22,70,322,296,0.149068322981366,0.0743243243243243,0.223392647305691,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"400",400,401,200,0,0,0,296,296,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"401",401,402,200.5,19,5,24,296,282,0.0641891891891892,0.0177304964539007,0.0819196856430899,5,0.0719591206446811,3,0.0329385147723402,0.104897635417021
"402",402,403,201,0,0,0,282,282,0,0,0,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"403",403,404,201.5,57,67,124,282,292,0.202127659574468,0.229452054794521,0.431579714368989,2,0.132340772852894,1,0.258493001811677,0.39083377466457
"404",404,405,202,0,0,0,292,292,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"405",405,406,202.5,0,0,0,292,292,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"406",406,407,203,0,0,0,292,292,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"407",407,408,203.5,0,0,0,292,292,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"408",408,409,204,0,0,0,292,292,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"409",409,410,204.5,0,0,0,292,292,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"410",410,411,205,0,0,0,292,292,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"411",411,412,205.5,0,0,0,292,292,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"412",412,413,206,0,0,0,292,292,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"413",413,414,206.5,0,0,0,292,292,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"414",414,415,207,0,0,0,292,292,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"415",415,416,207.5,0,0,0,292,292,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"416",416,417,208,0,0,0,292,292,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"417",417,418,208.5,0,0,0,292,292,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"418",418,419,209,0,0,0,292,292,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"419",419,420,209.5,38,9,47,292,263,0.13013698630137,0.0342205323193916,0.164357518620761,2,0.132340772852894,3,0.0329385147723402,0.165279287625234
"420",420,421,210,0,0,0,263,263,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"421",421,422,210.5,0,0,0,263,263,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"422",422,423,211,0,0,0,263,263,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"423",423,424,211.5,0,0,0,263,263,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"424",424,425,212,0,0,0,263,263,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"425",425,426,212.5,0,0,0,263,263,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"426",426,427,213,0,0,0,263,263,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"427",427,428,213.5,0,0,0,263,263,0,0,0,3,7.02455010011378e-44,5,4.03295753487198e-125,7.02455010011378e-44
"428",428,429,214,18,9,27,263,254,0.0684410646387833,0.0354330708661417,0.103874135504925,5,0.0719591206446811,3,0.0329385147723402,0.104897635417021
"429",429,430,214.5,0,0,0,254,254,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"430",430,431,215,0,0,0,254,254,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"431",431,432,215.5,0,0,0,254,254,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"432",432,433,216,0,0,0,254,254,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"433",433,434,216.5,0,0,0,254,254,0,0,0,6,0.000195223214584221,5,4.03295753487198e-125,0.000195223214584221
"434",434,435,217,0,0,0,254,254,0,0,0,6,0.000195223214584221,2,5.15591926391112e-190,0.000195223214584221
"435",435,436,217.5,11,18,29,254,261,0.0433070866141732,0.0689655172413793,0.112272603855553,4,0.0269566795193272,6,0.0989071361694721,0.125863815688799
"436",436,437,218,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"437",437,438,218.5,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"438",438,439,219,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"439",439,440,219.5,0,0,0,261,261,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
