"","X.1","X","age","N.speciations","N.extinctions","N.turnover","N.species.speciation","N.species.extinction","raw.speciation.probability","raw.extinction.probability","raw.turnover.probability","HMM.speciation.state","HMM.speciation.state.probability","HMM.extinction.state","HMM.extinction.state.probability","HMM.turnover.probability"
"677",677,678,338.5,0,0,0,272,272,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"678",678,679,339,47,39,86,272,264,0.172794117647059,0.147727272727273,0.320521390374332,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"679",679,680,339.5,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"680",680,681,340,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"681",681,682,340.5,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"682",682,683,341,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"683",683,684,341.5,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"684",684,685,342,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"685",685,686,342.5,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"686",686,687,343,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"687",687,688,343.5,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"688",688,689,344,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"689",689,690,344.5,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"690",690,691,345,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"691",691,692,345.5,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"692",692,693,346,0,0,0,264,264,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"693",693,694,346.5,63,54,117,264,255,0.238636363636364,0.211764705882353,0.450401069518717,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"694",694,695,347,0,0,0,255,255,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"695",695,696,347.5,0,0,0,255,255,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"696",696,697,348,0,0,0,255,255,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"697",697,698,348.5,0,0,0,255,255,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"698",698,699,349,0,0,0,255,255,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"699",699,700,349.5,0,0,0,255,255,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"700",700,701,350,0,0,0,255,255,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"701",701,702,350.5,0,0,0,255,255,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"702",702,703,351,0,0,0,255,255,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"703",703,704,351.5,0,0,0,255,255,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"704",704,705,352,0,0,0,255,255,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"705",705,706,352.5,0,0,0,255,255,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"706",706,707,353,44,40,84,255,251,0.172549019607843,0.159362549800797,0.33191156940864,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"707",707,708,353.5,0,0,0,251,251,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"708",708,709,354,0,0,0,251,251,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"709",709,710,354.5,0,0,0,251,251,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"710",710,711,355,0,0,0,251,251,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"711",711,712,355.5,0,0,0,251,251,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"712",712,713,356,0,0,0,251,251,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"713",713,714,356.5,0,0,0,251,251,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"714",714,715,357,0,0,0,251,251,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"715",715,716,357.5,0,0,0,251,251,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"716",716,717,358,0,0,0,251,251,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"717",717,718,358.5,0,0,0,251,251,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"718",718,719,359,87,86,173,251,250,0.346613545816733,0.344,0.690613545816733,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"719",719,720,359.5,0,0,0,250,250,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"720",720,721,360,0,0,0,250,250,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"721",721,722,360.5,0,0,0,250,250,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"722",722,723,361,0,0,0,250,250,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"723",723,724,361.5,0,0,0,250,250,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"724",724,725,362,0,0,0,250,250,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"725",725,726,362.5,0,0,0,250,250,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"726",726,727,363,0,0,0,250,250,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"727",727,728,363.5,34,19,53,250,235,0.136,0.0808510638297872,0.216851063829787,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"728",728,729,364,0,0,0,235,235,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"729",729,730,364.5,0,0,0,235,235,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"730",730,731,365,0,0,0,235,235,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"731",731,732,365.5,0,0,0,235,235,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"732",732,733,366,0,0,0,235,235,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"733",733,734,366.5,0,0,0,235,235,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"734",734,735,367,0,0,0,235,235,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"735",735,736,367.5,0,0,0,235,235,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"736",736,737,368,21,25,46,235,239,0.0893617021276596,0.104602510460251,0.193964212587911,5,0.0719591206446811,6,0.0989071361694721,0.170866256814153
"737",737,738,368.5,0,0,0,239,239,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"738",738,739,369,0,0,0,239,239,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"739",739,740,369.5,0,0,0,239,239,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"740",740,741,370,0,0,0,239,239,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"741",741,742,370.5,0,0,0,239,239,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"742",742,743,371,0,0,0,239,239,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"743",743,744,371.5,0,0,0,239,239,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"744",744,745,372,43,81,124,239,277,0.179916317991632,0.292418772563177,0.472335090554809,2,0.132340772852894,1,0.258493001811677,0.39083377466457
"745",745,746,372.5,0,0,0,277,277,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"746",746,747,373,0,0,0,277,277,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"747",747,748,373.5,0,0,0,277,277,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"748",748,749,374,0,0,0,277,277,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"749",749,750,374.5,0,0,0,277,277,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"750",750,751,375,0,0,0,277,277,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"751",751,752,375.5,0,0,0,277,277,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"752",752,753,376,29,29,58,277,277,0.104693140794224,0.104693140794224,0.209386281588448,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"753",753,754,376.5,0,0,0,277,277,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"754",754,755,377,0,0,0,277,277,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"755",755,756,377.5,0,0,0,277,277,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"756",756,757,378,0,0,0,277,277,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"757",757,758,378.5,0,0,0,277,277,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"758",758,759,379,21,38,59,277,294,0.075812274368231,0.129251700680272,0.205063975048503,5,0.0719591206446811,6,0.0989071361694721,0.170866256814153
"759",759,760,379.5,0,0,0,294,294,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"760",760,761,380,0,0,0,294,294,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"761",761,762,380.5,0,0,0,294,294,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"762",762,763,381,0,0,0,294,294,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"763",763,764,381.5,0,0,0,294,294,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"764",764,765,382,0,0,0,294,294,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"765",765,766,382.5,78,87,165,294,303,0.26530612244898,0.287128712871287,0.552434835320267,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"766",766,767,383,0,0,0,303,303,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"767",767,768,383.5,0,0,0,303,303,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"768",768,769,384,35,44,79,303,312,0.115511551155116,0.141025641025641,0.256537192180757,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"769",769,770,384.5,0,0,0,312,312,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"770",770,771,385,24,0,24,312,288,0.0769230769230769,0,0.0769230769230769,5,0.0719591206446811,8,0,0.0719591206446811
"771",771,772,385.5,0,0,0,288,288,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"772",772,773,386,0,0,0,288,288,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"773",773,774,386.5,0,0,0,288,288,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"774",774,775,387,0,0,0,288,288,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"775",775,776,387.5,53,81,134,288,316,0.184027777777778,0.256329113924051,0.440356891701828,2,0.132340772852894,1,0.258493001811677,0.39083377466457
"776",776,777,388,0,0,0,316,316,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"777",777,778,388.5,0,0,0,316,316,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"778",778,779,389,0,0,0,316,316,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"779",779,780,389.5,0,0,0,316,316,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"780",780,781,390,0,0,0,316,316,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"781",781,782,390.5,33,24,57,316,307,0.104430379746835,0.0781758957654723,0.182606275512308,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"782",782,783,391,0,0,0,307,307,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"783",783,784,391.5,0,0,0,307,307,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"784",784,785,392,0,0,0,307,307,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"785",785,786,392.5,0,0,0,307,307,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"786",786,787,393,0,0,0,307,307,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"787",787,788,393.5,90,80,170,307,297,0.293159609120521,0.269360269360269,0.562519878480791,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"788",788,789,394,0,0,0,297,297,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"789",789,790,394.5,0,0,0,297,297,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"790",790,791,395,0,0,0,297,297,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"791",791,792,395.5,0,0,0,297,297,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"792",792,793,396,0,0,0,297,297,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"793",793,794,396.5,0,0,0,297,297,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"794",794,795,397,0,0,0,297,297,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"795",795,796,397.5,0,0,0,297,297,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"796",796,797,398,0,0,0,297,297,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"797",797,798,398.5,0,0,0,297,297,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"798",798,799,399,0,0,0,297,297,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"799",799,800,399.5,0,0,0,297,297,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"800",800,801,400,0,0,0,297,297,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"801",801,802,400.5,43,67,110,297,321,0.144781144781145,0.208722741433022,0.353503886214167,2,0.132340772852894,1,0.258493001811677,0.39083377466457
"802",802,803,401,0,0,0,321,321,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"803",803,804,401.5,0,0,0,321,321,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"804",804,805,402,0,0,0,321,321,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"805",805,806,402.5,0,0,0,321,321,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"806",806,807,403,0,0,0,321,321,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"807",807,808,403.5,0,0,0,321,321,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"808",808,809,404,0,0,0,321,321,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"809",809,810,404.5,0,0,0,321,321,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"810",810,811,405,0,0,0,321,321,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"811",811,812,405.5,0,0,0,321,321,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"812",812,813,406,0,0,0,321,321,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"813",813,814,406.5,0,0,0,321,321,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"814",814,815,407,0,0,0,321,321,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"815",815,816,407.5,93,49,142,321,277,0.289719626168224,0.176895306859206,0.46661493302743,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"816",816,817,408,0,0,0,277,277,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"817",817,818,408.5,0,0,0,277,277,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"818",818,819,409,30,24,54,277,271,0.108303249097473,0.0885608856088561,0.196864134706329,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"819",819,820,409.5,0,0,0,271,271,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"820",820,821,410,0,0,0,271,271,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"821",821,822,410.5,0,0,0,271,271,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"822",822,823,411,60,68,128,271,279,0.22140221402214,0.243727598566308,0.465129812588448,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"823",823,824,411.5,0,0,0,279,279,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"824",824,825,412,0,0,0,279,279,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"825",825,826,412.5,0,0,0,279,279,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"826",826,827,413,0,0,0,279,279,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"827",827,828,413.5,0,0,0,279,279,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"828",828,829,414,0,0,0,279,279,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"829",829,830,414.5,0,0,0,279,279,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"830",830,831,415,23,26,49,279,282,0.0824372759856631,0.0921985815602837,0.174635857545947,5,0.0719591206446811,6,0.0989071361694721,0.170866256814153
"831",831,832,415.5,0,0,0,282,282,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"832",832,833,416,0,0,0,282,282,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"833",833,834,416.5,0,0,0,282,282,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"834",834,835,417,0,0,0,282,282,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"835",835,836,417.5,0,0,0,282,282,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"836",836,837,418,0,0,0,282,282,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"837",837,838,418.5,0,0,0,282,282,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"838",838,839,419,96,82,178,282,268,0.340425531914894,0.305970149253731,0.646395681168625,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"839",839,840,419.5,0,0,0,268,268,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"840",840,841,420,0,0,0,268,268,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"841",841,842,420.5,0,0,0,268,268,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"842",842,843,421,0,0,0,268,268,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"843",843,844,421.5,0,0,0,268,268,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"844",844,845,422,0,0,0,268,268,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"845",845,846,422.5,0,0,0,268,268,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"846",846,847,423,51,84,135,268,301,0.190298507462687,0.27906976744186,0.469368274904547,2,0.132340772852894,1,0.258493001811677,0.39083377466457
"847",847,848,423.5,0,0,0,301,301,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"848",848,849,424,0,0,0,301,301,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"849",849,850,424.5,0,0,0,301,301,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"850",850,851,425,0,0,0,301,301,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"851",851,852,425.5,35,54,89,301,320,0.116279069767442,0.16875,0.285029069767442,2,0.132340772852894,1,0.258493001811677,0.39083377466457
"852",852,853,426,0,0,0,320,320,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"853",853,854,426.5,0,0,0,320,320,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"854",854,855,427,0,0,0,320,320,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"855",855,856,427.5,94,87,181,320,313,0.29375,0.277955271565495,0.571705271565495,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"856",856,857,428,0,0,0,313,313,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"857",857,858,428.5,0,0,0,313,313,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"858",858,859,429,0,0,0,313,313,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"859",859,860,429.5,0,0,0,313,313,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"860",860,861,430,0,0,0,313,313,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"861",861,862,430.5,53,50,103,313,310,0.169329073482428,0.161290322580645,0.330619396063073,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"862",862,863,431,0,0,0,310,310,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"863",863,864,431.5,0,0,0,310,310,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"864",864,865,432,0,0,0,310,310,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"865",865,866,432.5,0,0,0,310,310,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"866",866,867,433,0,0,0,310,310,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"867",867,868,433.5,94,70,164,310,286,0.303225806451613,0.244755244755245,0.547981051206858,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"868",868,869,434,0,0,0,286,286,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"869",869,870,434.5,0,0,0,286,286,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"870",870,871,435,0,0,0,286,286,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"871",871,872,435.5,0,0,0,286,286,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"872",872,873,436,0,0,0,286,286,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"873",873,874,436.5,0,0,0,286,286,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"874",874,875,437,0,0,0,286,286,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"875",875,876,437.5,0,0,0,286,286,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"876",876,877,438,0,0,0,286,286,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"877",877,878,438.5,59,23,82,286,250,0.206293706293706,0.092,0.298293706293706,1,0.280525587656728,6,0.0989071361694721,0.379432723826201
"878",878,879,439,0,0,0,250,250,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"879",879,880,439.5,0,0,0,250,250,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"880",880,881,440,0,0,0,250,250,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"881",881,882,440.5,0,0,0,250,250,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"882",882,883,441,36,22,58,250,236,0.144,0.0932203389830508,0.237220338983051,2,0.132340772852894,6,0.0989071361694721,0.231247909022366
"883",883,884,441.5,0,0,0,236,236,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"884",884,885,442,0,0,0,236,236,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"885",885,886,442.5,0,0,0,236,236,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"886",886,887,443,0,0,0,236,236,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"887",887,888,443.5,0,0,0,236,236,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"888",888,889,444,69,88,157,236,255,0.292372881355932,0.345098039215686,0.637470920571618,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"889",889,890,444.5,0,0,0,255,255,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"890",890,891,445,21,81,102,255,315,0.0823529411764706,0.257142857142857,0.339495798319328,5,0.0719591206446811,1,0.258493001811677,0.330452122456358
"891",891,892,445.5,0,0,0,315,315,0,0,0,6,0.000195223214584221,8,0,0.000195223214584221
"892",892,893,446,0,0,0,315,315,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"893",893,894,446.5,0,0,0,315,315,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"894",894,895,447,0,0,0,315,315,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"895",895,896,447.5,0,0,0,315,315,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
"896",896,897,448,68,43,111,315,290,0.215873015873016,0.148275862068966,0.364148877941981,1,0.280525587656728,6,0.0989071361694721,0.379432723826201
"897",897,898,448.5,0,0,0,290,290,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"898",898,899,449,67,62,129,290,285,0.231034482758621,0.217543859649123,0.448578342407744,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"899",899,900,449.5,0,0,0,285,285,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"900",900,901,450,0,0,0,285,285,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"901",901,902,450.5,0,0,0,285,285,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"902",902,903,451,0,0,0,285,285,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"903",903,904,451.5,50,65,115,285,300,0.175438596491228,0.216666666666667,0.392105263157895,2,0.132340772852894,1,0.258493001811677,0.39083377466457
"904",904,905,452,0,0,0,300,300,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"905",905,906,452.5,0,0,0,300,300,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"906",906,907,453,0,0,0,300,300,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"907",907,908,453.5,0,0,0,300,300,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"908",908,909,454,0,0,0,300,300,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"909",909,910,454.5,0,0,0,300,300,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"910",910,911,455,74,67,141,300,293,0.246666666666667,0.228668941979522,0.475335608646189,1,0.280525587656728,1,0.258493001811677,0.539018589468405
"911",911,912,455.5,0,0,0,293,293,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"912",912,913,456,0,0,0,293,293,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"913",913,914,456.5,0,0,0,293,293,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"914",914,915,457,63,0,63,293,230,0.215017064846416,0,0.215017064846416,1,0.280525587656728,8,0,0.280525587656728
"915",915,916,457.5,0,0,0,230,230,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"916",916,917,458,0,0,0,230,230,0,0,0,3,7.02455010011378e-44,8,0,7.02455010011378e-44
"917",917,918,458.5,37,144,181,230,337,0.160869565217391,0.427299703264095,0.588169268481486,2,0.132340772852894,1,0.258493001811677,0.39083377466457
"918",918,919,459,0,0,0,337,337,0,0,0,3,7.02455010011378e-44,2,5.15591926391112e-190,7.02455010011378e-44
