"","age","N.speciations","N.extinctions","N.turnover","N.species(speciation)","N.species(extinction)","raw.speciation.probability","raw.extinction.probability","raw.turnover.probability"
"87",4.29999999999999,0,0,0,99,99,0,0,0
"88",4.34999999999999,0,0,0,99,99,0,0,0
"89",4.39999999999999,0,0,0,99,99,0,0,0
"90",4.44999999999999,0,0,0,99,99,0,0,0
"91",4.49999999999999,0,0,0,99,99,0,0,0
"92",4.54999999999999,0,0,0,99,99,0,0,0
"93",4.59999999999999,0,0,0,99,99,0,0,0
"94",4.64999999999999,0,0,0,99,99,0,0,0
"95",4.69999999999999,0,0,0,99,99,0,0,0
"96",4.74999999999999,0,0,0,99,99,0,0,0
"97",4.79999999999999,0,0,0,99,99,0,0,0
"98",4.84999999999999,0,0,0,99,99,0,0,0
"99",4.89999999999999,0,0,0,99,99,0,0,0
"100",4.94999999999999,0,0,0,99,99,0,0,0
"101",4.99999999999999,0,0,0,99,99,0,0,0
"102",5.04999999999999,0,0,0,99,99,0,0,0
"103",5.09999999999999,0,0,0,99,99,0,0,0
"104",5.14999999999999,0,0,0,99,99,0,0,0
"105",5.19999999999999,0,0,0,99,99,0,0,0
"106",5.24999999999999,0,0,0,99,99,0,0,0
"107",5.29999999999999,0,0,0,99,99,0,0,0
"108",5.34999999999999,67,69,136,99,101,0.676767676767677,0.683168316831683,1.35993599359936
"109",5.39999999999999,0,0,0,101,101,0,0,0
"110",5.44999999999999,0,0,0,101,101,0,0,0
"111",5.49999999999999,0,0,0,101,101,0,0,0
"112",5.54999999999999,0,0,0,101,101,0,0,0
"113",5.59999999999999,0,0,0,101,101,0,0,0
"114",5.64999999999999,0,0,0,101,101,0,0,0
"115",5.69999999999999,0,0,0,101,101,0,0,0
"116",5.74999999999999,0,0,0,101,101,0,0,0
"117",5.79999999999999,0,0,0,101,101,0,0,0
"118",5.84999999999999,0,0,0,101,101,0,0,0
"119",5.89999999999999,0,0,0,101,101,0,0,0
"120",5.94999999999999,0,0,0,101,101,0,0,0
"121",5.99999999999999,0,0,0,101,101,0,0,0
"122",6.04999999999999,0,0,0,101,101,0,0,0
"123",6.09999999999999,0,0,0,101,101,0,0,0
"124",6.14999999999999,0,0,0,101,101,0,0,0
"125",6.19999999999999,0,0,0,101,101,0,0,0
"126",6.24999999999999,0,0,0,101,101,0,0,0
"127",6.29999999999999,0,0,0,101,101,0,0,0
"128",6.34999999999999,0,0,0,101,101,0,0,0
"129",6.39999999999999,0,0,0,101,101,0,0,0
"130",6.44999999999999,0,0,0,101,101,0,0,0
"131",6.49999999999999,0,0,0,101,101,0,0,0
"132",6.54999999999998,0,0,0,101,101,0,0,0
"133",6.59999999999999,0,0,0,101,101,0,0,0
"134",6.64999999999998,0,0,0,101,101,0,0,0
"135",6.69999999999999,0,0,0,101,101,0,0,0
"136",6.74999999999998,0,0,0,101,101,0,0,0
"137",6.79999999999998,0,0,0,101,101,0,0,0
"138",6.84999999999998,0,0,0,101,101,0,0,0
"139",6.89999999999998,0,0,0,101,101,0,0,0
"140",6.94999999999998,0,0,0,101,101,0,0,0
"141",6.99999999999998,0,0,0,101,101,0,0,0
"142",7.04999999999998,0,0,0,101,101,0,0,0
"143",7.09999999999998,0,0,0,101,101,0,0,0
"144",7.14999999999998,0,0,0,101,101,0,0,0
"145",7.19999999999998,0,0,0,101,101,0,0,0
"146",7.24999999999998,12,18,30,101,107,0.118811881188119,0.168224299065421,0.287036180253539
"147",7.29999999999998,0,0,0,107,107,0,0,0
"148",7.34999999999998,0,0,0,107,107,0,0,0
"149",7.39999999999998,0,0,0,107,107,0,0,0
"150",7.44999999999998,0,0,0,107,107,0,0,0
"151",7.49999999999998,0,0,0,107,107,0,0,0
"152",7.54999999999998,0,0,0,107,107,0,0,0
"153",7.59999999999998,0,0,0,107,107,0,0,0
"154",7.64999999999998,0,0,0,107,107,0,0,0
"155",7.69999999999998,0,0,0,107,107,0,0,0
"156",7.74999999999998,0,0,0,107,107,0,0,0
"157",7.79999999999998,0,0,0,107,107,0,0,0
"158",7.84999999999998,0,0,0,107,107,0,0,0
"159",7.89999999999998,0,0,0,107,107,0,0,0
"160",7.94999999999998,0,0,0,107,107,0,0,0
"161",7.99999999999998,0,0,0,107,107,0,0,0
"162",8.04999999999998,0,0,0,107,107,0,0,0
"163",8.09999999999998,0,0,0,107,107,0,0,0
"164",8.14999999999998,0,0,0,107,107,0,0,0
"165",8.19999999999998,0,0,0,107,107,0,0,0
"166",8.24999999999998,0,0,0,107,107,0,0,0
"167",8.29999999999998,0,0,0,107,107,0,0,0
"168",8.34999999999999,0,0,0,107,107,0,0,0
"169",8.39999999999999,0,0,0,107,107,0,0,0
"170",8.44999999999999,0,0,0,107,107,0,0,0
"171",8.49999999999999,0,0,0,107,107,0,0,0
"172",8.54999999999999,0,0,0,107,107,0,0,0
"173",8.59999999999999,0,0,0,107,107,0,0,0
"174",8.64999999999999,0,0,0,107,107,0,0,0
"175",8.69999999999999,0,0,0,107,107,0,0,0
"176",8.74999999999999,0,0,0,107,107,0,0,0
"177",8.79999999999999,0,0,0,107,107,0,0,0
"178",8.84999999999999,0,0,0,107,107,0,0,0
"179",8.89999999999999,0,0,0,107,107,0,0,0
"180",8.94999999999999,0,0,0,107,107,0,0,0
"181",8.99999999999999,0,0,0,107,107,0,0,0
"182",9.05,0,0,0,107,107,0,0,0
"183",9.1,0,0,0,107,107,0,0,0
"184",9.15,0,0,0,107,107,0,0,0
"185",9.2,0,0,0,107,107,0,0,0
"186",9.25,0,0,0,107,107,0,0,0
"187",9.3,0,0,0,107,107,0,0,0
"188",9.35,0,0,0,107,107,0,0,0
"189",9.4,0,0,0,107,107,0,0,0
"190",9.45,0,0,0,107,107,0,0,0
"191",9.5,0,0,0,107,107,0,0,0
"192",9.55,0,0,0,107,107,0,0,0
"193",9.6,0,0,0,107,107,0,0,0
"194",9.65,0,0,0,107,107,0,0,0
"195",9.7,0,0,0,107,107,0,0,0
"196",9.75000000000001,0,0,0,107,107,0,0,0
"197",9.80000000000001,0,0,0,107,107,0,0,0
"198",9.85000000000001,0,0,0,107,107,0,0,0
"199",9.90000000000001,0,0,0,107,107,0,0,0
"200",9.95000000000001,0,0,0,107,107,0,0,0
"201",10,0,0,0,107,107,0,0,0
"202",10.05,0,0,0,107,107,0,0,0
"203",10.1,0,0,0,107,107,0,0,0
"204",10.15,0,0,0,107,107,0,0,0
"205",10.2,0,0,0,107,107,0,0,0
"206",10.25,0,0,0,107,107,0,0,0
"207",10.3,0,0,0,107,107,0,0,0
"208",10.35,0,0,0,107,107,0,0,0
"209",10.4,0,0,0,107,107,0,0,0
"210",10.45,0,0,0,107,107,0,0,0
"211",10.5,0,0,0,107,107,0,0,0
"212",10.55,0,0,0,107,107,0,0,0
"213",10.6,0,0,0,107,107,0,0,0
"214",10.65,0,0,0,107,107,0,0,0
"215",10.7,0,0,0,107,107,0,0,0
"216",10.75,0,0,0,107,107,0,0,0
"217",10.8,0,0,0,107,107,0,0,0
"218",10.85,0,0,0,107,107,0,0,0
"219",10.9,0,0,0,107,107,0,0,0
"220",10.95,0,0,0,107,107,0,0,0
"221",11,0,0,0,107,107,0,0,0
"222",11.05,0,0,0,107,107,0,0,0
"223",11.1,0,0,0,107,107,0,0,0
"224",11.15,0,0,0,107,107,0,0,0
"225",11.2,0,0,0,107,107,0,0,0
"226",11.25,0,0,0,107,107,0,0,0
"227",11.3,0,0,0,107,107,0,0,0
"228",11.35,0,0,0,107,107,0,0,0
"229",11.4,0,0,0,107,107,0,0,0
"230",11.45,0,0,0,107,107,0,0,0
"231",11.5,0,0,0,107,107,0,0,0
"232",11.55,0,0,0,107,107,0,0,0
"233",11.6,0,0,0,107,107,0,0,0
"234",11.65,53,48,101,107,102,0.495327102803738,0.470588235294118,0.965915338097856
"235",11.7,0,0,0,102,102,0,0,0
"236",11.75,0,0,0,102,102,0,0,0
"237",11.8,0,0,0,102,102,0,0,0
"238",11.85,0,0,0,102,102,0,0,0
"239",11.9,0,0,0,102,102,0,0,0
"240",11.95,0,0,0,102,102,0,0,0
"241",12,0,0,0,102,102,0,0,0
"242",12.05,0,0,0,102,102,0,0,0
"243",12.1,0,0,0,102,102,0,0,0
"244",12.15,0,0,0,102,102,0,0,0
"245",12.2,0,0,0,102,102,0,0,0
"246",12.25,0,0,0,102,102,0,0,0
"247",12.3,0,0,0,102,102,0,0,0
"248",12.35,0,0,0,102,102,0,0,0
"249",12.4,0,0,0,102,102,0,0,0
"250",12.45,0,0,0,102,102,0,0,0
"251",12.5,0,0,0,102,102,0,0,0
"252",12.55,0,0,0,102,102,0,0,0
"253",12.6,0,0,0,102,102,0,0,0
"254",12.65,0,0,0,102,102,0,0,0
"255",12.7,0,0,0,102,102,0,0,0
"256",12.75,0,0,0,102,102,0,0,0
"257",12.8,0,0,0,102,102,0,0,0
"258",12.85,0,0,0,102,102,0,0,0
"259",12.9000000000001,0,0,0,102,102,0,0,0
"260",12.9500000000001,0,0,0,102,102,0,0,0
"261",13.0000000000001,0,0,0,102,102,0,0,0
"262",13.0500000000001,0,0,0,102,102,0,0,0
"263",13.1000000000001,0,0,0,102,102,0,0,0
"264",13.1500000000001,0,0,0,102,102,0,0,0
"265",13.2000000000001,0,0,0,102,102,0,0,0
"266",13.2500000000001,0,0,0,102,102,0,0,0
"267",13.3000000000001,0,0,0,102,102,0,0,0
"268",13.3500000000001,0,0,0,102,102,0,0,0
"269",13.4000000000001,0,0,0,102,102,0,0,0
"270",13.4500000000001,0,0,0,102,102,0,0,0
"271",13.5000000000001,0,0,0,102,102,0,0,0
"272",13.5500000000001,0,0,0,102,102,0,0,0
"273",13.6000000000001,0,0,0,102,102,0,0,0
"274",13.6500000000001,0,0,0,102,102,0,0,0
"275",13.7000000000001,0,0,0,102,102,0,0,0
"276",13.7500000000001,0,0,0,102,102,0,0,0
"277",13.8000000000001,0,0,0,102,102,0,0,0
"278",13.8500000000001,0,0,0,102,102,0,0,0
"279",13.9000000000001,0,0,0,102,102,0,0,0
"280",13.9500000000001,0,0,0,102,102,0,0,0
"281",14.0000000000001,0,0,0,102,102,0,0,0
"282",14.0500000000001,0,0,0,102,102,0,0,0
"283",14.1000000000001,0,0,0,102,102,0,0,0
"284",14.1500000000001,0,0,0,102,102,0,0,0
"285",14.2000000000001,0,0,0,102,102,0,0,0
"286",14.2500000000001,0,0,0,102,102,0,0,0
"287",14.3000000000001,0,0,0,102,102,0,0,0
"288",14.3500000000001,0,0,0,102,102,0,0,0
"289",14.4000000000001,0,0,0,102,102,0,0,0
"290",14.4500000000001,0,0,0,102,102,0,0,0
"291",14.5000000000001,0,0,0,102,102,0,0,0
"292",14.5500000000001,0,0,0,102,102,0,0,0
"293",14.6000000000001,0,0,0,102,102,0,0,0
"294",14.6500000000001,0,0,0,102,102,0,0,0
"295",14.7000000000001,0,0,0,102,102,0,0,0
"296",14.7500000000001,0,0,0,102,102,0,0,0
"297",14.8000000000001,0,0,0,102,102,0,0,0
"298",14.8500000000001,0,0,0,102,102,0,0,0
"299",14.9000000000001,0,0,0,102,102,0,0,0
"300",14.9500000000001,0,0,0,102,102,0,0,0
"301",15.0000000000001,0,0,0,102,102,0,0,0
"302",15.0500000000001,0,0,0,102,102,0,0,0
"303",15.1000000000001,0,0,0,102,102,0,0,0
"304",15.1500000000001,0,0,0,102,102,0,0,0
"305",15.2000000000001,0,0,0,102,102,0,0,0
"306",15.2500000000001,0,0,0,102,102,0,0,0
"307",15.3000000000001,0,0,0,102,102,0,0,0
"308",15.3500000000001,0,0,0,102,102,0,0,0
"309",15.4000000000001,0,0,0,102,102,0,0,0
"310",15.4500000000001,0,0,0,102,102,0,0,0
"311",15.5000000000001,0,0,0,102,102,0,0,0
"312",15.5500000000001,0,0,0,102,102,0,0,0
"313",15.6000000000001,0,0,0,102,102,0,0,0
"314",15.6500000000001,0,0,0,102,102,0,0,0
"315",15.7000000000001,0,0,0,102,102,0,0,0
"316",15.7500000000001,0,0,0,102,102,0,0,0
"317",15.8000000000001,0,0,0,102,102,0,0,0
"318",15.8500000000001,0,0,0,102,102,0,0,0
"319",15.9000000000001,0,0,0,102,102,0,0,0
"320",15.9500000000001,64,38,102,102,76,0.627450980392157,0.5,1.12745098039216
"321",16.0000000000001,0,0,0,76,76,0,0,0
"322",16.0500000000001,0,0,0,76,76,0,0,0
"323",16.1000000000001,0,0,0,76,76,0,0,0
"324",16.1500000000001,0,0,0,76,76,0,0,0
"325",16.2000000000001,0,0,0,76,76,0,0,0
"326",16.2500000000001,0,0,0,76,76,0,0,0
"327",16.3000000000001,0,0,0,76,76,0,0,0
"328",16.3500000000001,0,0,0,76,76,0,0,0
"329",16.4000000000001,0,0,0,76,76,0,0,0
"330",16.4500000000001,0,0,0,76,76,0,0,0
"331",16.5000000000001,0,0,0,76,76,0,0,0
"332",16.5500000000001,0,0,0,76,76,0,0,0
"333",16.6000000000001,0,0,0,76,76,0,0,0
"334",16.6500000000001,0,0,0,76,76,0,0,0
"335",16.7000000000001,0,0,0,76,76,0,0,0
"336",16.7500000000001,0,0,0,76,76,0,0,0
"337",16.8000000000001,0,0,0,76,76,0,0,0
"338",16.8500000000001,0,0,0,76,76,0,0,0
"339",16.9000000000001,0,0,0,76,76,0,0,0
"340",16.9500000000001,0,0,0,76,76,0,0,0
"341",17.0000000000001,0,0,0,76,76,0,0,0
"342",17.0500000000001,0,0,0,76,76,0,0,0
"343",17.1000000000001,0,0,0,76,76,0,0,0
"344",17.1500000000001,0,0,0,76,76,0,0,0
"345",17.2000000000001,0,0,0,76,76,0,0,0
"346",17.2500000000001,0,0,0,76,76,0,0,0
"347",17.3000000000001,0,0,0,76,76,0,0,0
"348",17.3500000000001,0,0,0,76,76,0,0,0
"349",17.4000000000001,0,0,0,76,76,0,0,0
"350",17.4500000000001,0,0,0,76,76,0,0,0
"351",17.5000000000001,0,0,0,76,76,0,0,0
"352",17.5500000000001,0,0,0,76,76,0,0,0
"353",17.6000000000001,0,0,0,76,76,0,0,0
"354",17.6500000000001,0,0,0,76,76,0,0,0
"355",17.7000000000001,0,0,0,76,76,0,0,0
"356",17.7500000000001,0,0,0,76,76,0,0,0
"357",17.8000000000001,0,0,0,76,76,0,0,0
"358",17.8500000000001,0,0,0,76,76,0,0,0
"359",17.9000000000001,0,0,0,76,76,0,0,0
"360",17.9500000000001,0,0,0,76,76,0,0,0
"361",18.0000000000001,0,0,0,76,76,0,0,0
"362",18.0500000000001,0,0,0,76,76,0,0,0
"363",18.1000000000001,0,0,0,76,76,0,0,0
"364",18.1500000000001,0,0,0,76,76,0,0,0
"365",18.2000000000001,0,0,0,76,76,0,0,0
"366",18.2500000000001,0,0,0,76,76,0,0,0
"367",18.3000000000001,0,0,0,76,76,0,0,0
"368",18.3500000000001,0,0,0,76,76,0,0,0
"369",18.4000000000001,0,0,0,76,76,0,0,0
"370",18.4500000000001,0,0,0,76,76,0,0,0
"371",18.5000000000001,0,0,0,76,76,0,0,0
"372",18.5500000000001,0,0,0,76,76,0,0,0
"373",18.6000000000001,0,0,0,76,76,0,0,0
"374",18.6500000000001,0,0,0,76,76,0,0,0
"375",18.7000000000001,0,0,0,76,76,0,0,0
"376",18.7500000000001,0,0,0,76,76,0,0,0
"377",18.8000000000001,0,0,0,76,76,0,0,0
"378",18.8500000000001,0,0,0,76,76,0,0,0
"379",18.9000000000001,0,0,0,76,76,0,0,0
"380",18.9500000000001,0,0,0,76,76,0,0,0
"381",19.0000000000001,0,0,0,76,76,0,0,0
"382",19.0500000000001,0,0,0,76,76,0,0,0
"383",19.1000000000001,0,0,0,76,76,0,0,0
"384",19.1500000000001,0,0,0,76,76,0,0,0
"385",19.2000000000001,0,0,0,76,76,0,0,0
"386",19.2500000000001,0,0,0,76,76,0,0,0
"387",19.3000000000001,0,0,0,76,76,0,0,0
"388",19.3500000000001,0,0,0,76,76,0,0,0
"389",19.4000000000001,0,0,0,76,76,0,0,0
"390",19.4500000000001,0,0,0,76,76,0,0,0
"391",19.5000000000001,0,0,0,76,76,0,0,0
"392",19.5500000000001,0,0,0,76,76,0,0,0
"393",19.6000000000001,0,0,0,76,76,0,0,0
"394",19.6500000000001,0,0,0,76,76,0,0,0
"395",19.7000000000001,0,0,0,76,76,0,0,0
"396",19.7500000000001,0,0,0,76,76,0,0,0
"397",19.8000000000001,0,0,0,76,76,0,0,0
"398",19.8500000000002,0,0,0,76,76,0,0,0
"399",19.9000000000001,0,0,0,76,76,0,0,0
"400",19.9500000000002,0,0,0,76,76,0,0,0
"401",20.0000000000001,0,0,0,76,76,0,0,0
"402",20.0500000000002,0,0,0,76,76,0,0,0
"403",20.1000000000002,0,0,0,76,76,0,0,0
"404",20.1500000000002,0,0,0,76,76,0,0,0
"405",20.2000000000002,0,0,0,76,76,0,0,0
"406",20.2500000000002,0,0,0,76,76,0,0,0
"407",20.3000000000002,0,0,0,76,76,0,0,0
"408",20.3500000000002,0,0,0,76,76,0,0,0
"409",20.4000000000002,0,0,0,76,76,0,0,0
"410",20.4500000000002,37,16,53,76,55,0.486842105263158,0.290909090909091,0.777751196172249
"411",20.5000000000002,0,0,0,55,55,0,0,0
"412",20.5500000000002,0,0,0,55,55,0,0,0
"413",20.6000000000002,0,0,0,55,55,0,0,0
"414",20.6500000000002,0,0,0,55,55,0,0,0
"415",20.7000000000002,0,0,0,55,55,0,0,0
"416",20.7500000000002,0,0,0,55,55,0,0,0
"417",20.8000000000002,0,0,0,55,55,0,0,0
"418",20.8500000000002,0,0,0,55,55,0,0,0
"419",20.9000000000002,0,0,0,55,55,0,0,0
"420",20.9500000000002,0,0,0,55,55,0,0,0
"421",21.0000000000002,0,0,0,55,55,0,0,0
"422",21.0500000000002,0,0,0,55,55,0,0,0
"423",21.1000000000002,0,0,0,55,55,0,0,0
"424",21.1500000000002,0,0,0,55,55,0,0,0
"425",21.2000000000002,0,0,0,55,55,0,0,0
"426",21.2500000000002,0,0,0,55,55,0,0,0
"427",21.3000000000002,0,0,0,55,55,0,0,0
"428",21.3500000000002,0,0,0,55,55,0,0,0
"429",21.4000000000002,0,0,0,55,55,0,0,0
"430",21.4500000000002,0,0,0,55,55,0,0,0
"431",21.5000000000002,0,0,0,55,55,0,0,0
"432",21.5500000000002,0,0,0,55,55,0,0,0
"433",21.6000000000002,0,0,0,55,55,0,0,0
"434",21.6500000000002,0,0,0,55,55,0,0,0
"435",21.7000000000002,0,0,0,55,55,0,0,0
"436",21.7500000000002,0,0,0,55,55,0,0,0
"437",21.8000000000002,0,0,0,55,55,0,0,0
"438",21.8500000000002,0,0,0,55,55,0,0,0
"439",21.9000000000002,0,0,0,55,55,0,0,0
"440",21.9500000000002,0,0,0,55,55,0,0,0
"441",22.0000000000002,0,0,0,55,55,0,0,0
"442",22.0500000000002,0,0,0,55,55,0,0,0
"443",22.1000000000002,0,0,0,55,55,0,0,0
"444",22.1500000000002,0,0,0,55,55,0,0,0
"445",22.2000000000002,0,0,0,55,55,0,0,0
"446",22.2500000000002,0,0,0,55,55,0,0,0
"447",22.3000000000002,0,0,0,55,55,0,0,0
"448",22.3500000000002,0,0,0,55,55,0,0,0
"449",22.4000000000002,0,0,0,55,55,0,0,0
"450",22.4500000000002,0,0,0,55,55,0,0,0
"451",22.5000000000002,0,0,0,55,55,0,0,0
"452",22.5500000000002,0,0,0,55,55,0,0,0
"453",22.6000000000002,0,0,0,55,55,0,0,0
"454",22.6500000000002,0,0,0,55,55,0,0,0
"455",22.7000000000002,0,0,0,55,55,0,0,0
"456",22.7500000000002,0,0,0,55,55,0,0,0
"457",22.8000000000002,0,0,0,55,55,0,0,0
"458",22.8500000000002,0,0,0,55,55,0,0,0
"459",22.9000000000002,0,0,0,55,55,0,0,0
"460",22.9500000000002,0,0,0,55,55,0,0,0
"461",23.0000000000002,0,0,0,55,55,0,0,0
"462",23.0500000000002,83,49,132,55,21,1.50909090909091,2.33333333333333,3.84242424242424
"463",23.1000000000002,0,0,0,21,21,0,0,0
"464",23.1500000000002,0,0,0,21,21,0,0,0
"465",23.2000000000002,0,0,0,21,21,0,0,0
"466",23.2500000000002,0,0,0,21,21,0,0,0
"467",23.3000000000002,0,0,0,21,21,0,0,0
"468",23.3500000000002,0,0,0,21,21,0,0,0
"469",23.4000000000002,0,0,0,21,21,0,0,0
"470",23.4500000000002,0,0,0,21,21,0,0,0
"471",23.5000000000002,0,0,0,21,21,0,0,0
"472",23.5500000000002,0,0,0,21,21,0,0,0
"473",23.6000000000002,0,0,0,21,21,0,0,0
"474",23.6500000000002,0,0,0,21,21,0,0,0
"475",23.7000000000002,0,0,0,21,21,0,0,0
"476",23.7500000000002,0,0,0,21,21,0,0,0
"477",23.8000000000002,0,0,0,21,21,0,0,0
"478",23.8500000000002,0,0,0,21,21,0,0,0
"479",23.9000000000002,0,0,0,21,21,0,0,0
"480",23.9500000000002,0,0,0,21,21,0,0,0
"481",24.0000000000002,0,0,0,21,21,0,0,0
"482",24.0500000000002,0,0,0,21,21,0,0,0
"483",24.1000000000002,0,0,0,21,21,0,0,0
"484",24.1500000000002,0,0,0,21,21,0,0,0
"485",24.2000000000002,0,0,0,21,21,0,0,0
"486",24.2500000000002,0,0,0,21,21,0,0,0
"487",24.3000000000002,0,0,0,21,21,0,0,0
"488",24.3500000000002,0,0,0,21,21,0,0,0
"489",24.4000000000002,0,0,0,21,21,0,0,0
"490",24.4500000000002,0,0,0,21,21,0,0,0
"491",24.5000000000002,0,0,0,21,21,0,0,0
"492",24.5500000000002,0,0,0,21,21,0,0,0
"493",24.6000000000002,0,0,0,21,21,0,0,0
"494",24.6500000000002,0,0,0,21,21,0,0,0
"495",24.7000000000002,0,0,0,21,21,0,0,0
"496",24.7500000000002,0,0,0,21,21,0,0,0
"497",24.8000000000002,0,0,0,21,21,0,0,0
"498",24.8500000000002,0,0,0,21,21,0,0,0
"499",24.9000000000002,0,0,0,21,21,0,0,0
"500",24.9500000000002,0,0,0,21,21,0,0,0
"501",25.0000000000002,0,0,0,21,21,0,0,0
"502",25.0500000000002,0,0,0,21,21,0,0,0
"503",25.1000000000002,0,0,0,21,21,0,0,0
"504",25.1500000000002,0,0,0,21,21,0,0,0
"505",25.2000000000002,0,0,0,21,21,0,0,0
"506",25.2500000000002,0,0,0,21,21,0,0,0
"507",25.3000000000002,0,0,0,21,21,0,0,0
"508",25.3500000000002,0,0,0,21,21,0,0,0
"509",25.4000000000002,0,0,0,21,21,0,0,0
"510",25.4500000000002,0,0,0,21,21,0,0,0
"511",25.5000000000002,0,0,0,21,21,0,0,0
"512",25.5500000000002,0,0,0,21,21,0,0,0
"513",25.6000000000002,0,0,0,21,21,0,0,0
"514",25.6500000000002,0,0,0,21,21,0,0,0
"515",25.7000000000002,0,0,0,21,21,0,0,0
"516",25.7500000000002,0,0,0,21,21,0,0,0
"517",25.8000000000002,0,0,0,21,21,0,0,0
"518",25.8500000000002,0,0,0,21,21,0,0,0
"519",25.9000000000002,0,0,0,21,21,0,0,0
"520",25.9500000000002,0,0,0,21,21,0,0,0
"521",26.0000000000002,0,0,0,21,21,0,0,0
"522",26.0500000000002,0,0,0,21,21,0,0,0
"523",26.1000000000002,0,0,0,21,21,0,0,0
"524",26.1500000000002,0,0,0,21,21,0,0,0
"525",26.2000000000002,0,0,0,21,21,0,0,0
"526",26.2500000000002,0,0,0,21,21,0,0,0
"527",26.3000000000002,0,0,0,21,21,0,0,0
"528",26.3500000000002,0,0,0,21,21,0,0,0
"529",26.4000000000002,0,0,0,21,21,0,0,0
