"","age","N.speciations","N.extinctions","N.turnover","N.species.speciation","N.species.extinction","raw.speciation.probability","raw.extinction.probability","raw.turnover.probability","HMM.speciation.state","HMM.speciation.state.probability","HMM.extinction.state","HMM.extinction.state.probability","HMM.turnover.probability"
"436",43.5000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"437",43.6000000000003,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"438",43.7000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"439",43.8000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"440",43.9000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"441",44.0000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"442",44.1000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"443",44.2000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"444",44.3000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"445",44.4000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"446",44.5000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"447",44.6000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"448",44.7000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"449",44.8000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"450",44.9000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"451",45.0000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"452",45.1000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"453",45.2000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"454",45.3000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"455",45.4000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"456",45.5000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"457",45.6000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"458",45.7000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"459",45.8000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"460",45.9000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"461",46.0000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"462",46.1000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"463",46.2000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"464",46.3000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"465",46.4000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"466",46.5000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"467",46.6000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"468",46.7000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"469",46.8000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"470",46.9000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"471",47.0000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"472",47.1000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"473",47.2000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"474",47.3000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"475",47.4000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"476",47.5000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"477",47.6000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"478",47.7000000000004,0,0,0,632,632,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"479",47.8000000000004,79,64,143,632,617,0.125,0.103727714748784,0.228727714748784,1,0.0949270629375426,3,0.089676509902248,0.184603572839791
"480",47.9000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"481",48.0000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"482",48.1000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"483",48.2000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"484",48.3000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"485",48.4000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"486",48.5000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"487",48.6000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"488",48.7000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"489",48.8000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"490",48.9000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"491",49.0000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"492",49.1000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"493",49.2000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"494",49.3000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"495",49.4000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"496",49.5000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"497",49.6000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"498",49.7000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"499",49.8000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"500",49.9000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"501",50.0000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"502",50.1000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"503",50.2000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"504",50.3000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"505",50.4000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"506",50.5000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"507",50.6000000000004,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"508",50.7000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"509",50.8000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"510",50.9000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"511",51.0000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"512",51.1000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"513",51.2000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"514",51.3000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"515",51.4000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"516",51.5000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"517",51.6000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"518",51.7000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"519",51.8000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"520",51.9000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"521",52.0000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"522",52.1000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"523",52.2000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"524",52.3000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"525",52.4000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"526",52.5000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"527",52.6000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"528",52.7000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"529",52.8000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"530",52.9000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"531",53.0000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"532",53.1000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"533",53.2000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"534",53.3000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"535",53.4000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"536",53.5000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"537",53.6000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"538",53.7000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"539",53.8000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"540",53.9000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"541",54.0000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"542",54.1000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"543",54.2000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"544",54.3000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"545",54.4000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"546",54.5000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"547",54.6000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"548",54.7000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"549",54.8000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"550",54.9000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"551",55.0000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"552",55.1000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"553",55.2000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"554",55.3000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"555",55.4000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"556",55.5000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"557",55.6000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"558",55.7000000000005,0,0,0,617,617,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"559",55.8000000000005,1,0,1,617,616,0.00162074554294976,0,0.00162074554294976,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"560",55.9000000000005,0,0,0,616,616,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"561",56.0000000000005,89,46,135,616,573,0.144480519480519,0.0802792321116928,0.224759751592212,1,0.0949270629375426,3,0.089676509902248,0.184603572839791
"562",56.1000000000005,0,0,0,573,573,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"563",56.2000000000005,0,0,0,573,573,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"564",56.3000000000005,0,0,0,573,573,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"565",56.4000000000005,0,0,0,573,573,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"566",56.5000000000005,0,0,0,573,573,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"567",56.6000000000005,0,0,0,573,573,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"568",56.7000000000005,0,0,0,573,573,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"569",56.8000000000005,0,0,0,573,573,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"570",56.9000000000005,0,0,0,573,573,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"571",57.0000000000005,0,0,0,573,573,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"572",57.1000000000005,0,0,0,573,573,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"573",57.2000000000005,0,0,0,573,573,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"574",57.3000000000006,0,0,0,573,573,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"575",57.4000000000005,0,0,0,573,573,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"576",57.5000000000006,0,0,0,573,573,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"577",57.6000000000005,7,16,23,573,582,0.012216404886562,0.0274914089347079,0.0397078138212699,3,0.0113684239900045,2,0.0174456221354357,0.0288140461254402
"578",57.7000000000006,0,0,0,582,582,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"579",57.8000000000006,0,0,0,582,582,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"580",57.9000000000006,0,0,0,582,582,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"581",58.0000000000006,0,0,0,582,582,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"582",58.1000000000006,0,0,0,582,582,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"583",58.2000000000006,0,0,0,582,582,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"584",58.3000000000006,0,0,0,582,582,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"585",58.4000000000006,0,0,0,582,582,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"586",58.5000000000006,0,0,0,582,582,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"587",58.6000000000006,0,0,0,582,582,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"588",58.7000000000006,0,0,0,582,582,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"589",58.8000000000006,0,0,0,582,582,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"590",58.9000000000006,0,0,0,582,582,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"591",59.0000000000006,0,0,0,582,582,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"592",59.1000000000006,0,0,0,582,582,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"593",59.2000000000006,64,1,65,582,519,0.109965635738832,0.00192678227360308,0.111892418012435,1,0.0949270629375426,1,2.39177671123051e-06,0.0949294547142538
"594",59.3000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"595",59.4000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"596",59.5000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"597",59.6000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"598",59.7000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"599",59.8000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"600",59.9000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"601",60.0000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"602",60.1000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"603",60.2000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"604",60.3000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"605",60.4000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"606",60.5000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"607",60.6000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"608",60.7000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"609",60.8000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"610",60.9000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"611",61.0000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"612",61.1000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"613",61.2000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"614",61.3000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"615",61.4000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"616",61.5000000000006,0,0,0,519,519,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"617",61.6000000000006,0,40,40,519,559,0,0.0715563506261181,0.0715563506261181,2,2.36006985317871e-06,3,0.089676509902248,0.0896788699721012
"618",61.7000000000006,0,0,0,559,559,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"619",61.8000000000006,0,0,0,559,559,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"620",61.9000000000006,0,0,0,559,559,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"621",62.0000000000006,0,0,0,559,559,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"622",62.1000000000006,0,0,0,559,559,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"623",62.2000000000006,0,0,0,559,559,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"624",62.3000000000006,0,0,0,559,559,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"625",62.4000000000006,0,0,0,559,559,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"626",62.5000000000006,0,0,0,559,559,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"627",62.6000000000006,5,8,13,559,562,0.00894454382826476,0.0142348754448399,0.0231794192731046,3,0.0113684239900045,2,0.0174456221354357,0.0288140461254402
"628",62.7000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"629",62.8000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"630",62.9000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"631",63.0000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"632",63.1000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"633",63.2000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"634",63.3000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"635",63.4000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"636",63.5000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"637",63.6000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"638",63.7000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"639",63.8000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"640",63.9000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"641",64.0000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"642",64.1000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"643",64.2000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"644",64.3000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"645",64.4000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"646",64.5000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"647",64.6000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"648",64.7000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"649",64.8000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
"650",64.9000000000006,0,0,0,562,562,0,0,0,2,2.36006985317871e-06,1,2.39177671123051e-06,4.75184656440923e-06
